"state","voted","calculated_age","Voters_Gender","Parties_Description","EthnicGroups_EthnicGroup1Desc","Ethnic_Description","Residence_HHParties_Description","CommercialData_EstimatedIncomeAmount","CommercialData_PropertyType","CommercialData_EstHomeValue","nonpartisan_donation","row_index"
"ny",1,57,1,"Democratic","East and South Asian","Chinese","Democratic",118000,"Triplex",1444096,0,127352
"ga",0,28,1,"Democratic","Likely African-American","African or Af-Am Self Reported","Democratic",39536,"Apartment",90713,0,149014
"md",0,69,0,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",58000,"Residential",377843,0,261597
"oh",1,41,0,"Republican","European","Irish","Republican",62000,"Residential",133774,1,315856
"nc",0,49,1,"Republican","European","English/Welsh","Republican",87499,"Apartment",143055,1,145257
"tx",1,75,1,"Republican","European","English/Welsh","Republican",NA,"Unknown",NA,0,80399
"mo",1,33,0,"Non-Partisan","European","English/Welsh","Independent",218000,"Residential",332350,0,351290
"oh",0,33,0,"Non-Partisan","European","Slovenian","Democratic & Independent",38000,"Apartment",250092,0,165267
"az",0,29,0,"Registered Independent","Hispanic and Portuguese","Hispanic","Democratic & Independent",46627,"Residential",103225,0,381758
"ak",0,35,1,"Unknown","Hispanic and Portuguese","Hispanic","Independent",59230,"Triplex",247518,0,222791
"ga",1,24,0,"Democratic","Likely African-American","African or Af-Am Self Reported","Democratic",168000,"Residential",451630,0,28258
"me",1,68,1,"Non-Partisan","European","English/Welsh","Independent",79000,"Residential",187123,1,229621
"in",1,27,1,"Democratic","European","German","Democratic & Republican",129119,"Unknown",348570,0,51361
"mo",1,71,0,"Republican","European","English/Welsh","Republican",92000,"Residential",241919,0,351999
"pa",0,52,1,"Democratic","European","German","Democratic",61000,"Residential",218860,0,255690
"nj",1,63,0,"Republican","European","Scots","Republican & Independent",167000,"Residential",451665,1,235187
"ca",1,30,0,"Other","Hispanic and Portuguese","Hispanic","Democratic & Independent",17000,"Residential",418690,0,393977
"nc",1,67,1,"Democratic","","","Democratic",47000,"Residential",262761,0,270041
"sc",1,45,1,"Republican","Likely African-American","African or Af-Am Self Reported","Republican",17000,"Triplex",112500,1,145559
"fl",1,44,1,"Democratic","Likely African-American","African or Af-Am Self Reported","Democratic & Independent",29923,"Apartment",173749,0,155358
"wi",1,45,0,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",116931,"Apartment",377386,0,173469
"oh",1,77,1,"Republican","Likely African-American","Likely Af-Am (Modeled)","Republican",100000,"Residential",166985,0,314712
"ut",1,74,1,"Republican","European","English/Welsh","Republican",116070,"Residential",425647,0,90457
"nj",0,81,1,"Non-Partisan","European","French","Democratic & Independent",198000,"Residential",565983,0,238648
"fl",1,43,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",54000,"Residential",207488,0,288402
"ky",1,69,0,"Republican","European","English/Welsh","Republican",70000,"Residential",227708,0,306716
"nd",1,66,0,"Republican","European","English/Welsh","Republican",94000,"Residential",206159,1,340288
"co",0,21,1,"Non-Partisan","Other","Arab","Independent",79960,"Unknown",236573,0,88501
"ny",1,66,1,"Democratic","","","Democratic",24893,"Apartment",262500,0,122241
"tx",1,52,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",44705,"Residential",66666,0,84687
"tx",1,65,0,"Democratic","European","English/Welsh","Democratic",48000,"Residential",193217,0,363509
"fl",1,39,1,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",46060,"Apartment",235713,0,156426
"co",1,43,1,"Democratic","Likely African-American","Likely Af-Am (Modeled)","Democratic",72000,"Apartment",577257,0,196455
"oh",1,82,0,"Republican","European","English/Welsh","Republican",81000,"Residential",396122,1,309632
"ks",0,51,0,"Republican","European","German","Republican",114000,"Residential",196801,0,184993
"az",1,72,1,"Democratic","European","English/Welsh","Democratic & Republican",68716,"Residential",338143,0,92940
"or",1,40,0,"Democratic","European","French","Democratic",38000,"Apartment",253564,0,219618
"nv",1,26,1,"Republican","European","Italian","Republican",32000,"Apartment",278800,1,202229
"ri",1,45,1,"Democratic","European","English/Welsh","Democratic & Independent",118000,"Residential",280815,0,228345
"mi",1,64,1,"Democratic","Likely African-American","Likely Af-Am (Modeled)","Democratic",134000,"Apartment",258109,0,169518
"ca",1,25,0,"Republican","European","French","Republican & Independent",75435,"Apartment",206153,0,209579
"mo",1,82,1,"Republican","European","English/Welsh","Republican",98000,"Residential",333079,1,352311
"va",1,54,0,"Democratic","European","Italian","Democratic",197000,"Residential",463188,1,262938
"al",0,54,0,"Republican","European","Irish","Republican",40416,"Residential",89499,0,40455
"nm",1,34,0,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",59285,"Unknown",139705,0,93777
"tx",1,20,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",97339,"Unknown",154701,0,84067
"nv",0,26,0,"Democratic","European","English/Welsh","Democratic",35881,"Apartment",99499,0,201691
"pa",0,34,1,"Democratic","European","English/Welsh","Democratic",11000,"Triplex",112500,0,136792
"nc",1,27,0,"Republican","European","English/Welsh","Republican",63000,"Residential",185523,0,271882
"in",1,50,0,"Democratic","European","English/Welsh","Democratic & Republican",53430,"Unknown",69473,0,53197
"ca",1,64,0,"Democratic","","","Democratic",250000,"Residential",1559788,0,390067
"ca",1,46,0,"Democratic","East and South Asian","Korean","Democratic",104761,"Apartment",757691,0,390788
"tn",0,71,0,"Non-Partisan","European","English/Welsh","Independent",61000,"Apartment",138671,0,160717
"ca",1,40,1,"Non-Partisan","European","English/Welsh","Independent",138020,"Unknown",496225,0,103532
"pa",1,49,1,"Democratic","European","Scots","Democratic",128000,"Residential",160503,0,250837
"mo",0,32,0,"Non-Partisan","European","English/Welsh","Independent",77139,"Unknown",132812,0,70495
"ga",1,43,0,"Republican","European","English/Welsh","Republican",47142,"Unknown",173749,0,31589
"tx",1,70,0,"Democratic","","","Democratic & Republican",141000,"Residential",467456,0,363645
"oh",0,46,0,"Non-Partisan","European","Swedish","Republican & Independent",14000,"Residential",89945,0,50118
"ca",1,28,1,"Non-Partisan","Hispanic and Portuguese","Hispanic","Democratic & Independent",104604,"Unknown",493150,0,98285
"ms",0,25,0,"Non-Partisan","European","English/Welsh","Independent",121093,"Apartment",271874,0,162345
"or",1,58,0,"Republican","European","English/Welsh","Republican & Independent",47000,"Residential",438778,1,408636
"az",0,20,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",46093,"Unknown",145923,0,91472
"sc",1,31,0,"Republican","European","Scots","Republican",111874,"Residential",281060,0,275436
"oh",1,31,0,"Democratic","Likely African-American","Likely Af-Am (Modeled)","Democratic",62352,"Triplex",198749,0,164473
"fl",1,67,1,"Republican","European","French","Republican",64544,"Unknown",164802,0,32529
"mi",1,87,1,"Republican","European","Scots","Republican",67499,"Residential",287500,0,58040
"in",0,28,0,"Non-Partisan","European","English/Welsh","Independent",37000,"Apartment",87500,1,167954
"ca",1,59,0,"Republican","European","English/Welsh","Republican & Independent",221000,"Residential",509696,1,405435
"mn",0,31,0,"Democratic","European","Irish","Democratic",194000,"Residential",462512,0,337642
"ut",1,38,0,"Democratic","European","English/Welsh","Democratic & Republican",81000,"Residential",313784,0,381241
"wa",0,30,0,"Democratic","European","Scots","Democratic",146000,"Residential",899737,0,108424
"tx",0,89,1,"Democratic","European","Scots","Democratic",9000,"Apartment",425000,1,191055
"fl",1,45,0,"Republican","","","Republican",246000,"Residential",475469,0,284764
"nj",0,42,0,"Non-Partisan","","","Democratic & Independent",250000,"Apartment",406451,0,118710
"il",1,20,0,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",115798,"Unknown",247499,0,65009
"fl",1,54,1,"Republican","European","Polish","Republican & Independent",91000,"Residential",3126562,0,294859
"pa",0,49,1,"Republican","European","German","Republican",93477,"Residential",254081,0,14329
"mi",1,71,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",58000,"Residential",137971,1,322637
"ca",1,49,0,"Non-Partisan","East and South Asian","Korean","Democratic & Independent",79166,"Residential",438888,0,390245
"mn",1,63,0,"Non-Partisan","European","Scots","Independent",59000,"Residential",244897,0,335978
"nj",1,47,0,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",187170,"Unknown",875000,0,5226
"tx",0,70,0,"Non-Partisan","European","French","Independent",NA,"Residential",87500,1,374145
"wa",1,29,1,"Democratic","","","Democratic & Independent",148000,"Residential",873200,0,410361
"mn",1,39,1,"Republican","European","English/Welsh","Republican",64000,"Residential",268822,0,335773
"in",1,59,1,"Non-Partisan","European","German","Independent",44642,"Unknown",75788,0,51857
"tx",1,18,1,"Republican","European","English/Welsh","Republican",147000,"Residential",376607,0,369326
"il",1,20,1,"Non-Partisan","East and South Asian","Indian/Hindu","Independent",197000,"Apartment",996233,0,178298
"ny",0,56,1,"Republican","European","German","Republican",37856,"Apartment",64332,0,133133
"az",0,66,0,"Republican","European","French","Republican",59000,"Apartment",112867,0,199355
"sc",1,51,1,"Democratic","","","Democratic",136000,"Residential",243502,1,26251
"mi",1,59,1,"Democratic","European","English/Welsh","Democratic & Republican",103718,"Unknown",237500,1,323057
"ky",1,18,1,"Registered Independent","European","English/Welsh","Republican & Independent",14000,"Residential",175609,0,308110
"il",1,26,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",18000,"Duplex",225476,0,180765
"nc",1,27,0,"Republican","European","English/Welsh","Republican",61000,"Residential",146157,0,25812
"ca",1,81,0,"Republican","European","Polish","Democratic & Republican",10000,"Residential",401871,0,392619
"mi",1,24,0,"Non-Partisan","","","Independent",51666,"Apartment",135576,0,171232
"tn",1,40,0,"Non-Partisan","European","Greek","Independent",110000,"Residential",217657,0,42933
"me",0,69,1,"Republican","European","English/Welsh","Democratic & Republican",150703,"Apartment",262500,1,115328
"fl",1,58,1,"Republican","European","Czech","Republican",67000,"Residential",256611,1,295424
"ks",0,53,0,"Non-Partisan","European","German","Independent",55659,"Apartment",78499,0,184739
"ga",0,26,0,"Non-Partisan","European","English/Welsh","Independent",141000,"Residential",343139,0,279469
"tx",1,50,0,"Republican","Hispanic and Portuguese","Hispanic","Republican",239000,"Apartment",534883,0,194703
"fl",1,32,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic & Republican",49642,"Residential",284503,0,35138
"va",1,47,0,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",73000,"Residential",356298,0,257949
"il",0,22,0,"Non-Partisan","European","English/Welsh","Democratic & Independent",179000,"Residential",275385,0,347713
"hi",1,53,0,"Republican","European","English/Welsh","Republican",169000,"Apartment",1015208,0,106511
"ma",1,23,1,"Non-Partisan","East and South Asian","Chinese","Independent",184900,"Residential",1000000,0,597
"ca",1,64,1,"Republican","European","French","Republican",79000,"Condominium",1788300,0,395293
"fl",1,62,0,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",78000,"Apartment",324328,0,153254
"tx",0,54,0,"Non-Partisan","European","English/Welsh","Independent",86000,"Residential",230120,0,79976
"nj",0,32,0,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",44749,"Apartment",301281,0,117837
"ky",1,31,1,"Democratic","European","English/Welsh","Democratic",84000,"Residential",173817,0,307453
"az",1,75,1,"Non-Partisan","European","German","Independent",250000,"Residential",496529,0,385018
"ky",1,66,1,"Republican","European","English/Welsh","Republican",NA,"Apartment",137500,1,163040
"tx",1,53,1,"Democratic","European","English/Welsh","Democratic",250000,"Residential",827187,1,367937
"ca",1,64,1,"Non-Partisan","Other","Arab","Independent",124000,"Residential",1271943,0,96800
"ga",0,33,0,"Democratic","Likely African-American","African or Af-Am Self Reported","Democratic",44749,"Apartment",98499,0,148978
"ca",1,48,0,"Non-Partisan","East and South Asian","Chinese","Independent",211000,"Residential",1289112,0,401931
"tx",1,64,0,"Republican","European","German","Republican",53000,"Apartment",92989,0,189661
"ca",0,45,0,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",35704,"Apartment",293749,0,208009
"oh",1,59,0,"Republican","European","Scots","Republican",11000,"Residential",37115,1,314948
"nj",0,27,1,"Constitution","European","Italian","Independent",78464,"Unknown",203164,0,6448
"wa",1,43,0,"Republican","European","Polish","Republican",35000,"Residential",320742,0,110646
"pa",1,75,0,"Democratic","","","Democratic",142429,"Residential",325000,1,254489
"ny",1,35,1,"Democratic","Likely African-American","Likely Af-Am (Modeled)","Democratic & Independent",121000,"Residential",542308,0,7994
"fl",0,56,0,"Democratic","Hispanic and Portuguese","Hispanic","Democratic",36963,"Unknown",81666,0,38681
"wa",1,65,1,"Democratic","Likely African-American","Likely Af-Am (Modeled)","Democratic",48000,"Residential",553355,0,410100
"ny",1,58,1,"Non-Partisan","European","Italian","Democratic & Republican & Independent",99000,"Residential",457662,1,242521
"mi",1,81,0,"Democratic","European","Irish","Democratic",250000,"Residential",292299,1,324241
"ny",1,55,0,"Republican","European","English/Welsh","Democratic & Republican",86000,"Residential",162105,0,247548
"ma",0,35,0,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",87499,"Apartment",473360,0,113359
"ny",1,26,1,"Republican","European","German","Republican",202000,"Residential",245956,0,9417
"mi",1,36,1,"Democratic","","","Democratic",67570,"Residential",165469,1,56537
"pa",1,44,1,"Republican","European","Slovakian","Republican",43055,"Residential",75689,0,11966
"in",1,47,0,"Republican","European","English/Welsh","Republican",208000,"Residential",492509,0,51377
"ct",1,50,0,"Non-Partisan","European","Italian","Independent",250000,"Residential",759711,1,232770
"ms",0,NA,1,"Non-Partisan","European","English/Welsh","Independent",NA,"Unknown",NA,0,44822
"ny",1,68,1,"Democratic","Hispanic and Portuguese","Hispanic","Democratic & Independent",84684,"Apartment",538461,0,127461
"wa",1,64,1,"Republican","European","English/Welsh","Republican",250000,"Residential",1189725,0,411104
"tx",1,44,0,"Republican","Likely African-American","Likely Af-Am (Modeled)","Democratic & Republican",72408,"Residential",173913,0,81433
"az",0,36,1,"Democratic","","","Democratic",17000,"Residential",445708,0,92659
"nj",1,39,0,"Democratic","European","English/Welsh","Democratic",194642,"Unknown",874999,0,6323
"ca",0,52,0,"Non-Partisan","Hispanic and Portuguese","Hispanic","Independent",85612,"Apartment",588815,0,215014
